user_id,signup_date,credit_score_bucket,income_level,test_group
USER_02664,2024-01-23 00:00:00,Fair,High,control
USER_02665,2024-01-25 00:00:00,Excellent,Low,treatment
USER_02666,2024-01-15 00:00:00,Fair,Low,control
USER_02667,2024-01-15 00:00:00,Good,High,treatment
USER_02668,2024-01-27 00:00:00,Good,Medium,treatment
USER_02669,2024-01-30 00:00:00,Fair,Medium,control
USER_02670,2024-01-25 00:00:00,Good,Medium,control
USER_02671,2024-01-04 00:00:00,Good,High,control
USER_02672,2024-01-10 00:00:00,Poor,Low,treatment
USER_02673,2024-01-26 00:00:00,Good,Low,treatment
USER_02674,2024-01-27 00:00:00,Poor,Medium,control
USER_02675,2024-01-08 00:00:00,Good,High,treatment
USER_02676,2024-01-14 00:00:00,Good,Medium,treatment
USER_02677,2024-01-25 00:00:00,Fair,Medium,treatment
USER_02678,2024-01-31 00:00:00,Good,High,treatment
USER_02679,2024-01-02 00:00:00,Excellent,Medium,treatment
USER_02680,2024-01-28 00:00:00,Excellent,Medium,treatment
USER_02681,2024-01-22 00:00:00,Good,High,control
USER_02682,2024-01-17 00:00:00,Excellent,High,control
USER_02683,2024-01-29 00:00:00,Good,High,treatment
USER_02684,2024-01-07 00:00:00,Fair,Medium,control
USER_02685,2024-01-13 00:00:00,Fair,Medium,control
USER_02686,2024-01-28 00:00:00,Good,Medium,treatment
USER_02687,2024-01-05 00:00:00,Fair,Medium,control
USER_02688,2024-01-06 00:00:00,Excellent,Medium,treatment
USER_02689,2024-01-31 00:00:00,Good,Medium,control
USER_02690,2024-01-15 00:00:00,Good,Low,control
USER_02691,2024-01-06 00:00:00,Fair,Low,treatment
USER_02692,2024-01-29 00:00:00,Good,Medium,control
USER_02693,2024-01-06 00:00:00,Fair,Medium,treatment
USER_02694,2024-01-27 00:00:00,Good,Medium,treatment
USER_02695,2024-01-13 00:00:00,Good,Low,control
USER_02696,2024-01-04 00:00:00,Excellent,Low,treatment
USER_02697,2024-01-03 00:00:00,Excellent,Low,treatment
USER_02698,2024-01-25 00:00:00,Excellent,High,control
USER_02699,2024-01-10 00:00:00,Poor,Medium,control
USER_02700,2024-01-12 00:00:00,Excellent,Medium,control
USER_02701,2024-01-28 00:00:00,Good,Medium,control
USER_02702,2024-01-10 00:00:00,Excellent,Medium,control
USER_02703,2024-01-18 00:00:00,Good,Medium,treatment
USER_02704,2024-01-09 00:00:00,Excellent,High,control
USER_02705,2024-01-08 00:00:00,Fair,Medium,control
USER_02706,2024-01-28 00:00:00,Good,Medium,treatment
USER_02707,2024-01-19 00:00:00,Fair,High,control
USER_02708,2024-01-24 00:00:00,Good,Medium,control
USER_02709,2024-01-13 00:00:00,Good,Medium,treatment
USER_02710,2024-01-09 00:00:00,Excellent,High,treatment
USER_02711,2024-01-13 00:00:00,Good,Low,treatment
USER_02712,2024-01-18 00:00:00,Fair,Medium,control
USER_02713,2024-01-04 00:00:00,Fair,Medium,treatment
USER_02714,2024-01-26 00:00:00,Poor,Medium,treatment
USER_02715,2024-01-20 00:00:00,Excellent,High,control
USER_02716,2024-01-20 00:00:00,Poor,Medium,treatment
USER_02717,2024-01-07 00:00:00,Good,Medium,treatment
USER_02718,2024-01-11 00:00:00,Fair,Low,control
USER_02719,2024-01-20 00:00:00,Good,Medium,control
USER_02720,2024-01-06 00:00:00,Fair,Medium,control
USER_02721,2024-01-08 00:00:00,Poor,High,treatment
USER_02722,2024-01-19 00:00:00,Fair,Medium,treatment
USER_02723,2024-01-20 00:00:00,Good,Medium,treatment
USER_02724,2024-01-24 00:00:00,Excellent,High,treatment
USER_02725,2024-01-29 00:00:00,Fair,Medium,treatment
USER_02726,2024-01-19 00:00:00,Poor,Low,control
USER_02727,2024-01-26 00:00:00,Fair,Medium,treatment
USER_02728,2024-01-14 00:00:00,Fair,Medium,control
USER_02729,2024-01-18 00:00:00,Good,High,control
USER_02730,2024-01-07 00:00:00,Fair,High,treatment
USER_02731,2024-01-05 00:00:00,Good,Medium,treatment
USER_02732,2024-01-04 00:00:00,Fair,Medium,treatment
USER_02733,2024-01-08 00:00:00,Good,Medium,treatment
USER_02734,2024-01-12 00:00:00,Fair,Low,treatment
USER_02735,2024-01-25 00:00:00,Poor,Medium,control
USER_02736,2024-01-01 00:00:00,Fair,Medium,treatment
USER_02737,2024-01-06 00:00:00,Fair,High,treatment
USER_02738,2024-01-22 00:00:00,Fair,Low,control
USER_02739,2024-01-29 00:00:00,Fair,Medium,control
USER_02740,2024-01-28 00:00:00,Excellent,Medium,treatment
USER_02741,2024-01-19 00:00:00,Excellent,Medium,control
USER_02742,2024-01-20 00:00:00,Poor,Low,control
USER_02743,2024-01-21 00:00:00,Excellent,High,control
USER_02744,2024-01-13 00:00:00,Poor,Medium,control
USER_02745,2024-01-26 00:00:00,Good,Medium,treatment
USER_02746,2024-01-07 00:00:00,Fair,Medium,control
USER_02747,2024-01-27 00:00:00,Poor,Medium,control
USER_02748,2024-01-05 00:00:00,Good,Medium,control
USER_02749,2024-01-19 00:00:00,Good,High,control
USER_02750,2024-01-26 00:00:00,Good,Medium,control
USER_02751,2024-01-22 00:00:00,Good,Medium,treatment
USER_02752,2024-01-16 00:00:00,Fair,Medium,treatment
USER_02753,2024-01-27 00:00:00,Good,Low,control
USER_02754,2024-01-03 00:00:00,Good,Medium,control
USER_02755,2024-01-13 00:00:00,Excellent,Medium,treatment
USER_02756,2024-01-09 00:00:00,Good,Medium,control
USER_02757,2024-01-19 00:00:00,Excellent,Medium,control
USER_02758,2024-01-05 00:00:00,Excellent,Low,control
USER_02759,2024-01-27 00:00:00,Poor,High,treatment
USER_02760,2024-01-25 00:00:00,Excellent,Medium,control
USER_02761,2024-01-27 00:00:00,Good,Medium,treatment
USER_02762,2024-01-17 00:00:00,Fair,Medium,control
USER_02763,2024-01-26 00:00:00,Good,Medium,control
USER_02764,2024-01-30 00:00:00,Excellent,Low,control
USER_02765,2024-01-11 00:00:00,Good,Medium,control
USER_02766,2024-01-27 00:00:00,Good,Medium,treatment
USER_02767,2024-01-18 00:00:00,Good,High,treatment
USER_02768,2024-01-03 00:00:00,Good,Medium,treatment
USER_02769,2024-01-10 00:00:00,Good,Medium,control
USER_02770,2024-01-19 00:00:00,Excellent,Medium,treatment
USER_02771,2024-01-24 00:00:00,Fair,High,treatment
USER_02772,2024-01-08 00:00:00,Excellent,High,control
USER_02773,2024-01-11 00:00:00,Good,Medium,treatment
USER_02774,2024-01-26 00:00:00,Fair,Medium,control
USER_02775,2024-01-11 00:00:00,Fair,Medium,treatment
USER_02776,2024-01-28 00:00:00,Good,High,treatment
USER_02777,2024-01-26 00:00:00,Fair,High,treatment
USER_02778,2024-01-19 00:00:00,Poor,Medium,control
USER_02779,2024-01-20 00:00:00,Poor,Medium,control
USER_02780,2024-01-22 00:00:00,Good,Medium,control
USER_02781,2024-01-08 00:00:00,Good,High,treatment
USER_02782,2024-01-17 00:00:00,Good,Medium,treatment
USER_02783,2024-01-05 00:00:00,Good,Medium,treatment
USER_02784,2024-01-26 00:00:00,Good,Medium,control
USER_02785,2024-01-19 00:00:00,Good,Low,control
USER_02786,2024-01-10 00:00:00,Fair,High,treatment
USER_02787,2024-01-08 00:00:00,Excellent,Low,control
USER_02788,2024-01-20 00:00:00,Good,Medium,control
USER_02789,2024-01-21 00:00:00,Fair,High,treatment
USER_02790,2024-01-23 00:00:00,Good,Medium,treatment
USER_02791,2024-01-10 00:00:00,Fair,Medium,control
USER_02792,2024-01-08 00:00:00,Good,Medium,control
USER_02793,2024-01-16 00:00:00,Good,Medium,control
USER_02794,2024-01-09 00:00:00,Good,High,control
USER_02795,2024-01-07 00:00:00,Good,High,treatment
USER_02796,2024-01-20 00:00:00,Good,Medium,control
USER_02797,2024-01-22 00:00:00,Poor,Medium,control
USER_02798,2024-01-13 00:00:00,Fair,Low,treatment
USER_02799,2024-01-10 00:00:00,Good,Medium,control
USER_02800,2024-01-28 00:00:00,Fair,Medium,treatment
USER_02801,2024-01-29 00:00:00,Fair,Medium,control
USER_02802,2024-01-07 00:00:00,Good,Medium,control
USER_02803,2024-01-17 00:00:00,Fair,Medium,treatment
USER_02804,2024-01-08 00:00:00,Fair,Medium,control
USER_02805,2024-01-02 00:00:00,Good,Medium,treatment
USER_02806,2024-01-30 00:00:00,Good,High,treatment
USER_02807,2024-01-05 00:00:00,Excellent,High,treatment
USER_02808,2024-01-30 00:00:00,Good,Low,control
USER_02809,2024-01-03 00:00:00,Good,Low,treatment
USER_02810,2024-01-07 00:00:00,Poor,Medium,control
USER_02811,2024-01-30 00:00:00,Fair,Medium,control
USER_02812,2024-01-10 00:00:00,Fair,Medium,treatment
USER_02813,2024-01-20 00:00:00,Good,High,control
USER_02814,2024-01-21 00:00:00,Excellent,High,treatment
USER_02815,2024-01-22 00:00:00,Good,Medium,treatment
USER_02816,2024-01-01 00:00:00,Good,Medium,treatment
USER_02817,2024-01-01 00:00:00,Good,Medium,control
USER_02818,2024-01-01 00:00:00,Poor,High,treatment
USER_02819,2024-01-27 00:00:00,Good,High,treatment
USER_02820,2024-01-23 00:00:00,Excellent,Medium,treatment
USER_02821,2024-01-02 00:00:00,Fair,Medium,treatment
USER_02822,2024-01-17 00:00:00,Fair,Medium,control
USER_02823,2024-01-12 00:00:00,Good,Medium,control
USER_02824,2024-01-03 00:00:00,Fair,Medium,control
USER_02825,2024-01-05 00:00:00,Fair,Low,treatment
USER_02826,2024-01-07 00:00:00,Poor,High,treatment
USER_02827,2024-01-10 00:00:00,Fair,High,control
USER_02828,2024-01-07 00:00:00,Excellent,High,treatment
USER_02829,2024-01-15 00:00:00,Excellent,Medium,treatment
USER_02830,2024-01-25 00:00:00,Good,Low,control
USER_02831,2024-01-02 00:00:00,Good,High,treatment
USER_02832,2024-01-05 00:00:00,Poor,High,control
USER_02833,2024-01-23 00:00:00,Good,High,treatment
USER_02834,2024-01-01 00:00:00,Poor,Medium,treatment
USER_02835,2024-01-06 00:00:00,Fair,Medium,control
USER_02836,2024-01-23 00:00:00,Good,High,treatment
USER_02837,2024-01-04 00:00:00,Fair,Medium,control
USER_02838,2024-01-07 00:00:00,Fair,Medium,treatment
USER_02839,2024-01-11 00:00:00,Excellent,Low,treatment
USER_02840,2024-01-05 00:00:00,Good,Medium,treatment
USER_02841,2024-01-28 00:00:00,Poor,Low,treatment
USER_02842,2024-01-19 00:00:00,Good,Low,control
USER_02843,2024-01-27 00:00:00,Good,Medium,control
USER_02844,2024-01-16 00:00:00,Excellent,Medium,control
USER_02845,2024-01-28 00:00:00,Good,Medium,control
USER_02846,2024-01-25 00:00:00,Fair,Medium,treatment
USER_02847,2024-01-09 00:00:00,Fair,Low,control
USER_02848,2024-01-09 00:00:00,Excellent,Medium,treatment
USER_02849,2024-01-03 00:00:00,Good,Medium,control
USER_02850,2024-01-30 00:00:00,Good,High,treatment
USER_02851,2024-01-29 00:00:00,Poor,Low,treatment
USER_02852,2024-01-06 00:00:00,Good,Medium,treatment
USER_02853,2024-01-29 00:00:00,Poor,Medium,control
USER_02854,2024-01-09 00:00:00,Excellent,Low,treatment
USER_02855,2024-01-03 00:00:00,Excellent,Low,control
USER_02856,2024-01-30 00:00:00,Excellent,High,treatment
USER_02857,2024-01-07 00:00:00,Excellent,Medium,treatment
USER_02858,2024-01-05 00:00:00,Poor,High,treatment
USER_02859,2024-01-21 00:00:00,Good,Medium,treatment
USER_02860,2024-01-03 00:00:00,Good,High,treatment
USER_02861,2024-01-01 00:00:00,Good,Medium,treatment
USER_02862,2024-01-24 00:00:00,Fair,Medium,treatment
USER_02863,2024-01-14 00:00:00,Excellent,Medium,treatment
USER_02864,2024-01-08 00:00:00,Poor,Medium,control
USER_02865,2024-01-03 00:00:00,Poor,Medium,control
USER_02866,2024-01-27 00:00:00,Good,Medium,treatment
USER_02867,2024-01-26 00:00:00,Good,Medium,control
USER_02868,2024-01-14 00:00:00,Poor,Medium,treatment
USER_02869,2024-01-27 00:00:00,Fair,High,control
USER_02870,2024-01-08 00:00:00,Fair,Medium,treatment
USER_02871,2024-01-22 00:00:00,Fair,Low,control
USER_02872,2024-01-17 00:00:00,Excellent,High,treatment
USER_02873,2024-01-23 00:00:00,Good,Medium,control
USER_02874,2024-01-31 00:00:00,Fair,Medium,control
USER_02875,2024-01-13 00:00:00,Poor,Medium,treatment
USER_02876,2024-01-13 00:00:00,Good,Medium,treatment
USER_02877,2024-01-13 00:00:00,Excellent,High,treatment
USER_02878,2024-01-30 00:00:00,Good,Low,treatment
USER_02879,2024-01-12 00:00:00,Fair,High,treatment
USER_02880,2024-01-08 00:00:00,Good,Medium,treatment
USER_02881,2024-01-29 00:00:00,Fair,Medium,control
USER_02882,2024-01-14 00:00:00,Good,Medium,treatment
USER_02883,2024-01-20 00:00:00,Excellent,Medium,treatment
USER_02884,2024-01-02 00:00:00,Poor,Medium,control
USER_02885,2024-01-29 00:00:00,Fair,Medium,treatment
USER_02886,2024-01-06 00:00:00,Good,Medium,treatment
USER_02887,2024-01-10 00:00:00,Fair,Low,control
USER_02888,2024-01-07 00:00:00,Excellent,High,control
USER_02889,2024-01-26 00:00:00,Poor,Medium,treatment
USER_02890,2024-01-04 00:00:00,Fair,Medium,treatment
USER_02891,2024-01-14 00:00:00,Good,Medium,control
USER_02892,2024-01-11 00:00:00,Good,High,treatment
USER_02893,2024-01-19 00:00:00,Fair,Low,treatment
USER_02894,2024-01-23 00:00:00,Fair,Medium,treatment
USER_02895,2024-01-17 00:00:00,Excellent,High,treatment
USER_02896,2024-01-07 00:00:00,Excellent,Medium,treatment
USER_02897,2024-01-02 00:00:00,Good,Low,control
USER_02898,2024-01-22 00:00:00,Excellent,Low,control
USER_02899,2024-01-04 00:00:00,Good,Medium,treatment
USER_02900,2024-01-22 00:00:00,Excellent,Medium,treatment
USER_02901,2024-01-24 00:00:00,Fair,Medium,control
USER_02902,2024-01-06 00:00:00,Fair,Low,treatment
USER_02903,2024-01-09 00:00:00,Fair,Low,treatment
USER_02904,2024-01-13 00:00:00,Excellent,Low,control
USER_02905,2024-01-15 00:00:00,Fair,Medium,treatment
USER_02906,2024-01-15 00:00:00,Excellent,Medium,treatment
USER_02907,2024-01-28 00:00:00,Fair,Medium,treatment
USER_02908,2024-01-20 00:00:00,Good,Medium,control
USER_02909,2024-01-20 00:00:00,Fair,Medium,treatment
USER_02910,2024-01-21 00:00:00,Poor,Medium,control
USER_02911,2024-01-26 00:00:00,Excellent,Medium,control
USER_02912,2024-01-26 00:00:00,Good,High,treatment
USER_02913,2024-01-15 00:00:00,Good,Medium,control
USER_02914,2024-01-06 00:00:00,Excellent,Medium,treatment
USER_02915,2024-01-27 00:00:00,Excellent,Medium,control
USER_02916,2024-01-25 00:00:00,Good,Medium,treatment
USER_02917,2024-01-29 00:00:00,Excellent,High,treatment
USER_02918,2024-01-04 00:00:00,Fair,Medium,treatment
USER_02919,2024-01-10 00:00:00,Excellent,High,treatment
USER_02920,2024-01-29 00:00:00,Fair,Low,treatment
USER_02921,2024-01-18 00:00:00,Good,Medium,treatment
USER_02922,2024-01-08 00:00:00,Fair,High,control
USER_02923,2024-01-02 00:00:00,Good,Medium,control
USER_02924,2024-01-18 00:00:00,Excellent,Low,treatment
USER_02925,2024-01-16 00:00:00,Excellent,Medium,treatment
USER_02926,2024-01-14 00:00:00,Good,Low,treatment
USER_02927,2024-01-27 00:00:00,Good,Medium,control
USER_02928,2024-01-07 00:00:00,Good,Low,treatment
USER_02929,2024-01-10 00:00:00,Good,High,treatment
USER_02930,2024-01-28 00:00:00,Poor,Low,treatment
USER_02931,2024-01-21 00:00:00,Good,Low,treatment
USER_02932,2024-01-29 00:00:00,Fair,Low,control
USER_02933,2024-01-19 00:00:00,Poor,Medium,treatment
USER_02934,2024-01-14 00:00:00,Excellent,Medium,treatment
USER_02935,2024-01-29 00:00:00,Good,High,treatment
USER_02936,2024-01-13 00:00:00,Good,Medium,treatment
USER_02937,2024-01-20 00:00:00,Excellent,Low,treatment
USER_02938,2024-01-18 00:00:00,Good,Medium,control
USER_02939,2024-01-03 00:00:00,Fair,Medium,treatment
USER_02940,2024-01-05 00:00:00,Fair,High,control
USER_02941,2024-01-02 00:00:00,Poor,Medium,treatment
USER_02942,2024-01-14 00:00:00,Good,Low,control
USER_02943,2024-01-18 00:00:00,Fair,Low,treatment
USER_02944,2024-01-11 00:00:00,Fair,Low,control
USER_02945,2024-01-01 00:00:00,Excellent,Medium,treatment
USER_02946,2024-01-30 00:00:00,Poor,Medium,control
USER_02947,2024-01-20 00:00:00,Fair,Medium,control
USER_02948,2024-01-26 00:00:00,Poor,Medium,control
USER_02949,2024-01-29 00:00:00,Fair,Medium,treatment
USER_02950,2024-01-26 00:00:00,Fair,Low,control
USER_02951,2024-01-25 00:00:00,Excellent,Medium,control
USER_02952,2024-01-23 00:00:00,Fair,Low,treatment
USER_02953,2024-01-20 00:00:00,Good,Medium,treatment
USER_02954,2024-01-13 00:00:00,Good,Medium,treatment
USER_02955,2024-01-18 00:00:00,Excellent,Low,treatment
USER_02956,2024-01-03 00:00:00,Fair,Medium,treatment
USER_02957,2024-01-26 00:00:00,Fair,Medium,control
USER_02958,2024-01-06 00:00:00,Fair,Low,treatment
USER_02959,2024-01-12 00:00:00,Good,Medium,control
USER_02960,2024-01-02 00:00:00,Fair,High,control
USER_02961,2024-01-31 00:00:00,Fair,Low,treatment
USER_02962,2024-01-25 00:00:00,Fair,Low,control
USER_02963,2024-01-21 00:00:00,Fair,High,treatment
USER_02964,2024-01-24 00:00:00,Good,High,treatment
USER_02965,2024-01-29 00:00:00,Good,Low,treatment
USER_02966,2024-01-10 00:00:00,Excellent,Medium,control
USER_02967,2024-01-09 00:00:00,Poor,Medium,treatment
USER_02968,2024-01-20 00:00:00,Good,Low,control
USER_02969,2024-01-14 00:00:00,Fair,Medium,control
USER_02970,2024-01-15 00:00:00,Good,Medium,treatment
USER_02971,2024-01-19 00:00:00,Fair,High,treatment
USER_02972,2024-01-14 00:00:00,Good,Medium,control
USER_02973,2024-01-18 00:00:00,Excellent,Medium,treatment
USER_02974,2024-01-19 00:00:00,Poor,High,control
USER_02975,2024-01-24 00:00:00,Fair,Medium,treatment
USER_02976,2024-01-20 00:00:00,Poor,Medium,control
USER_02977,2024-01-27 00:00:00,Fair,Low,control
USER_02978,2024-01-09 00:00:00,Excellent,Medium,control
USER_02979,2024-01-12 00:00:00,Fair,Medium,treatment
USER_02980,2024-01-23 00:00:00,Poor,Medium,treatment
USER_02981,2024-01-12 00:00:00,Poor,High,treatment
USER_02982,2024-01-28 00:00:00,Fair,Medium,control
USER_02983,2024-01-21 00:00:00,Fair,Low,treatment
USER_02984,2024-01-31 00:00:00,Fair,Medium,control
USER_02985,2024-01-30 00:00:00,Excellent,High,control
USER_02986,2024-01-04 00:00:00,Fair,Medium,treatment
USER_02987,2024-01-13 00:00:00,Excellent,Low,control
USER_02988,2024-01-10 00:00:00,Fair,Medium,treatment
USER_02989,2024-01-12 00:00:00,Excellent,Medium,control
USER_02990,2024-01-16 00:00:00,Good,Medium,control
USER_02991,2024-01-01 00:00:00,Excellent,Medium,treatment
USER_02992,2024-01-14 00:00:00,Fair,Medium,treatment
USER_02993,2024-01-10 00:00:00,Good,Low,treatment
USER_02994,2024-01-22 00:00:00,Fair,Low,treatment
USER_02995,2024-01-25 00:00:00,Good,Low,control
USER_02996,2024-01-05 00:00:00,Good,High,control
USER_02997,2024-01-12 00:00:00,Fair,Low,control
USER_02998,2024-01-18 00:00:00,Good,Medium,treatment
USER_02999,2024-01-04 00:00:00,Good,High,control
USER_03000,2024-01-25 00:00:00,Fair,High,treatment
USER_03001,2024-01-19 00:00:00,Good,High,control
USER_03002,2024-01-30 00:00:00,Poor,Medium,treatment
USER_03003,2024-01-17 00:00:00,Excellent,Medium,treatment
USER_03004,2024-01-21 00:00:00,Fair,High,control
USER_03005,2024-01-14 00:00:00,Fair,Medium,treatment
USER_03006,2024-01-09 00:00:00,Good,Medium,control
USER_03007,2024-01-10 00:00:00,Poor,Low,control
USER_03008,2024-01-15 00:00:00,Good,Medium,treatment
USER_03009,2024-01-05 00:00:00,Good,Medium,treatment
USER_03010,2024-01-14 00:00:00,Excellent,Medium,control
USER_03011,2024-01-18 00:00:00,Fair,High,treatment
USER_03012,2024-01-06 00:00:00,Good,Medium,treatment
USER_03013,2024-01-13 00:00:00,Good,Medium,treatment
USER_03014,2024-01-11 00:00:00,Fair,Medium,treatment
USER_03015,2024-01-10 00:00:00,Good,High,control
USER_03016,2024-01-15 00:00:00,Fair,Medium,treatment
USER_03017,2024-01-21 00:00:00,Fair,Medium,control
USER_03018,2024-01-30 00:00:00,Good,Low,control
USER_03019,2024-01-31 00:00:00,Fair,Low,control
USER_03020,2024-01-24 00:00:00,Excellent,Medium,control
USER_03021,2024-01-21 00:00:00,Poor,Medium,control
USER_03022,2024-01-20 00:00:00,Excellent,Medium,control
USER_03023,2024-01-26 00:00:00,Excellent,High,control
USER_03024,2024-01-01 00:00:00,Good,Medium,control
USER_03025,2024-01-09 00:00:00,Excellent,Low,treatment
USER_03026,2024-01-09 00:00:00,Fair,Low,treatment
USER_03027,2024-01-12 00:00:00,Good,Medium,treatment
USER_03028,2024-01-09 00:00:00,Fair,Low,control
USER_03029,2024-01-28 00:00:00,Good,Medium,control
USER_03030,2024-01-09 00:00:00,Excellent,Medium,control
USER_03031,2024-01-19 00:00:00,Poor,High,control
USER_03032,2024-01-18 00:00:00,Fair,Medium,control
USER_03033,2024-01-25 00:00:00,Good,Medium,control
USER_03034,2024-01-13 00:00:00,Fair,Medium,treatment
USER_03035,2024-01-24 00:00:00,Fair,Low,control
USER_03036,2024-01-01 00:00:00,Fair,Low,treatment
USER_03037,2024-01-13 00:00:00,Good,Medium,treatment
USER_03038,2024-01-08 00:00:00,Good,Low,control
USER_03039,2024-01-11 00:00:00,Good,Medium,treatment
USER_03040,2024-01-01 00:00:00,Excellent,Medium,treatment
USER_03041,2024-01-10 00:00:00,Fair,Low,treatment
USER_03042,2024-01-21 00:00:00,Poor,Medium,treatment
USER_03043,2024-01-02 00:00:00,Good,Medium,control
USER_03044,2024-01-27 00:00:00,Poor,Medium,control
USER_03045,2024-01-31 00:00:00,Good,Medium,control
USER_03046,2024-01-14 00:00:00,Excellent,Low,treatment
USER_03047,2024-01-31 00:00:00,Good,Medium,control
USER_03048,2024-01-03 00:00:00,Fair,High,control
USER_03049,2024-01-24 00:00:00,Fair,Medium,treatment
USER_03050,2024-01-26 00:00:00,Good,High,control
USER_03051,2024-01-30 00:00:00,Good,Medium,treatment
USER_03052,2024-01-01 00:00:00,Fair,Medium,control
USER_03053,2024-01-07 00:00:00,Excellent,Low,treatment
USER_03054,2024-01-08 00:00:00,Good,High,control
USER_03055,2024-01-13 00:00:00,Good,Medium,treatment
USER_03056,2024-01-18 00:00:00,Excellent,Low,treatment
USER_03057,2024-01-11 00:00:00,Fair,Medium,control
USER_03058,2024-01-28 00:00:00,Good,Medium,control
USER_03059,2024-01-28 00:00:00,Fair,High,treatment
USER_03060,2024-01-08 00:00:00,Excellent,Medium,treatment
USER_03061,2024-01-31 00:00:00,Fair,Medium,treatment
USER_03062,2024-01-30 00:00:00,Good,Medium,treatment
USER_03063,2024-01-15 00:00:00,Excellent,Low,control
USER_03064,2024-01-31 00:00:00,Poor,Low,treatment
USER_03065,2024-01-16 00:00:00,Good,Medium,control
USER_03066,2024-01-07 00:00:00,Good,Medium,control
USER_03067,2024-01-20 00:00:00,Fair,Medium,treatment
USER_03068,2024-01-03 00:00:00,Fair,Medium,treatment
USER_03069,2024-01-28 00:00:00,Excellent,Medium,control
USER_03070,2024-01-19 00:00:00,Good,Medium,treatment
USER_03071,2024-01-27 00:00:00,Fair,High,treatment
USER_03072,2024-01-30 00:00:00,Fair,Medium,treatment
USER_03073,2024-01-12 00:00:00,Excellent,Low,treatment
USER_03074,2024-01-09 00:00:00,Good,Medium,control
USER_03075,2024-01-11 00:00:00,Poor,Medium,treatment
USER_03076,2024-01-09 00:00:00,Good,Medium,treatment
USER_03077,2024-01-09 00:00:00,Excellent,High,treatment
USER_03078,2024-01-28 00:00:00,Excellent,Medium,control
USER_03079,2024-01-05 00:00:00,Good,Medium,treatment
USER_03080,2024-01-02 00:00:00,Excellent,High,control
USER_03081,2024-01-23 00:00:00,Excellent,Low,treatment
USER_03082,2024-01-18 00:00:00,Poor,Low,control
USER_03083,2024-01-22 00:00:00,Fair,Medium,control
USER_03084,2024-01-31 00:00:00,Good,Medium,control
USER_03085,2024-01-28 00:00:00,Fair,High,control
USER_03086,2024-01-02 00:00:00,Good,High,control
USER_03087,2024-01-25 00:00:00,Good,Medium,control
USER_03088,2024-01-21 00:00:00,Fair,Medium,control
USER_03089,2024-01-24 00:00:00,Excellent,Medium,treatment
USER_03090,2024-01-07 00:00:00,Good,Low,control
USER_03091,2024-01-15 00:00:00,Fair,Medium,control
USER_03092,2024-01-04 00:00:00,Fair,Medium,control
USER_03093,2024-01-26 00:00:00,Fair,High,control
USER_03094,2024-01-24 00:00:00,Poor,Medium,control
USER_03095,2024-01-22 00:00:00,Good,Low,treatment
USER_03096,2024-01-07 00:00:00,Good,Low,control
USER_03097,2024-01-31 00:00:00,Fair,Medium,control
USER_03098,2024-01-16 00:00:00,Excellent,Medium,treatment
USER_03099,2024-01-24 00:00:00,Good,Low,control
USER_03100,2024-01-09 00:00:00,Fair,Medium,treatment
USER_03101,2024-01-14 00:00:00,Excellent,Medium,treatment
USER_03102,2024-01-01 00:00:00,Fair,High,control
USER_03103,2024-01-14 00:00:00,Excellent,Low,control
USER_03104,2024-01-18 00:00:00,Fair,Medium,control
USER_03105,2024-01-23 00:00:00,Poor,Medium,control
USER_03106,2024-01-07 00:00:00,Fair,Medium,treatment
USER_03107,2024-01-10 00:00:00,Good,High,control
USER_03108,2024-01-13 00:00:00,Fair,High,control
USER_03109,2024-01-01 00:00:00,Fair,High,control
USER_03110,2024-01-27 00:00:00,Good,Medium,control
USER_03111,2024-01-22 00:00:00,Good,Medium,treatment
USER_03112,2024-01-08 00:00:00,Excellent,Low,control
USER_03113,2024-01-14 00:00:00,Fair,Medium,treatment
USER_03114,2024-01-21 00:00:00,Poor,Medium,treatment
USER_03115,2024-01-03 00:00:00,Excellent,Medium,control
USER_03116,2024-01-19 00:00:00,Good,High,treatment
USER_03117,2024-01-26 00:00:00,Excellent,High,control
USER_03118,2024-01-21 00:00:00,Good,Low,treatment
USER_03119,2024-01-21 00:00:00,Good,Medium,control
USER_03120,2024-01-06 00:00:00,Excellent,Medium,treatment
USER_03121,2024-01-13 00:00:00,Good,Low,treatment
USER_03122,2024-01-03 00:00:00,Fair,Low,control
USER_03123,2024-01-28 00:00:00,Excellent,Medium,control
USER_03124,2024-01-04 00:00:00,Fair,Low,treatment
USER_03125,2024-01-06 00:00:00,Fair,High,control
USER_03126,2024-01-15 00:00:00,Fair,Medium,control
USER_03127,2024-01-11 00:00:00,Good,Medium,treatment
USER_03128,2024-01-28 00:00:00,Good,Medium,control
USER_03129,2024-01-29 00:00:00,Good,Medium,treatment
USER_03130,2024-01-21 00:00:00,Excellent,Medium,control
USER_03131,2024-01-24 00:00:00,Fair,Medium,treatment
USER_03132,2024-01-02 00:00:00,Poor,Medium,treatment
USER_03133,2024-01-27 00:00:00,Good,Medium,control
USER_03134,2024-01-27 00:00:00,Poor,High,treatment
USER_03135,2024-01-19 00:00:00,Fair,Medium,control
USER_03136,2024-01-15 00:00:00,Poor,Low,treatment
USER_03137,2024-01-07 00:00:00,Excellent,Medium,control
USER_03138,2024-01-13 00:00:00,Good,Medium,treatment
USER_03139,2024-01-30 00:00:00,Fair,Medium,treatment
USER_03140,2024-01-18 00:00:00,Poor,Medium,treatment
